"Country or Area","Year","Value","Value Footnotes"
"Moldova","2014","7983271110.60446",""
"Moldova","2013","7985349731.46471",""
"Moldova","2012","7284686576.2835",""
"Moldova","2011","7015206498.21955",""
"Moldova","2010","5811604051.96737",""
"Moldova","2009","5439422031.39627",""
"Moldova","2008","6054806100.8468",""
"Moldova","2007","4401154128.12297",""
"Moldova","2006","3408272498.11516",""
"Moldova","2005","2988338439.31553",""
"Moldova","2004","2598231467.43671",""
"Moldova","2003","1980901553.51226",""
"Moldova","2002","1661818168.4226",""
"Moldova","2001","1480656884.38462",""
"Moldova","2000","1288420222.94787",""
"Monaco","2011","6074884388.58937",""
"Monaco","2010","5350674803.33858",""
"Monaco","2009","5557245122.31576",""
"Monaco","2008","6919241412.09365",""
"Monaco","2007","5974371695.95045",""
"Monaco","2006","4663488363.0977",""
"Monaco","2005","4280072625.97622",""
"Monaco","2004","4110348444.49411",""
"Monaco","2003","3588988600.70294",""
"Monaco","2002","2905973022.1746",""
"Monaco","2001","2671401082.76436",""
"Monaco","2000","2647883820.18625",""
"Mongolia","2014","12226514714.5347",""
"Mongolia","2013","12582122604.1768",""
"Mongolia","2012","12292770631.1967",""
"Mongolia","2011","10409797336.1861",""
"Mongolia","2010","7189482029.68248",""
"Mongolia","2009","4583850367.88972",""
"Mongolia","2008","5623216609.63463",""
"Mongolia","2007","4234999702.70651",""
"Mongolia","2006","3414055662.571",""
"Mongolia","2005","2523471601.79514",""
"Mongolia","2004","1992066758.85229",""
"Mongolia","2003","1595297301.43535",""
"Mongolia","2002","1396555772.05987",""
"Mongolia","2001","1267997923.02675",""
"Mongolia","2000","1136896162.17581",""
"Montenegro","2014","4587741791.10639",""
"Montenegro","2013","4464497583.51479",""
"Montenegro","2012","4087725812.66864",""
"Montenegro","2011","4538199888.79622",""
"Montenegro","2010","4139192052.98013",""
"Montenegro","2009","4141382328.42456",""
"Montenegro","2008","4519731946.68229",""
"Montenegro","2007","3668857103.75034",""
"Montenegro","2006","2696020574.58286",""
"Montenegro","2005","2257118340.54619",""
"Montenegro","2004","2073255525.20487",""
"Montenegro","2003","1707662612.68399",""
"Montenegro","2002","1284504507.69851",""
"Montenegro","2001","1159891557.16986",""
"Montenegro","2000","984279598.325251",""
"Morocco","2014","110009040838.419",""
"Morocco","2013","107235262625.662",""
"Morocco","2012","98266306615.3632",""
"Morocco","2011","101370474295.109",""
"Morocco","2010","93216746661.5977",""
"Morocco","2009","92897320375.8176",""
"Morocco","2008","92507257783.5697",""
"Morocco","2007","79041539006.1399",""
"Morocco","2006","68640825480.9223",""
"Morocco","2005","62343022650.8742",""
"Morocco","2004","59626020162.3816",""
"Morocco","2003","52064058833.9739",""
"Morocco","2002","42236836820.6152",""
"Morocco","2001","39459581217.3759",""
"Morocco","2000","38857251336.3448",""
"Mozambique","2014","16945889409.8435",""
"Mozambique","2013","16018848990.669",""
"Mozambique","2012","14534278446.3087",""
"Mozambique","2011","13131168011.807",""
"Mozambique","2010","10154238250.1818",""
"Mozambique","2009","10911698208.1015",""
"Mozambique","2008","11494837053.4061",""
"Mozambique","2007","9366742309.49331",""
"Mozambique","2006","8312078525.08582",""
"Mozambique","2005","7723846194.87446",""
"Mozambique","2004","6831808930.39816",""
"Mozambique","2003","5597367853.40358",""
"Mozambique","2002","5031510908.86055",""
"Mozambique","2001","4766928746.6914",""
"Mozambique","2000","5016469068.50898",""
"Myanmar","2014","64330041772.9259",""
"Myanmar","2013","58652652370.6565",""
"Myanmar","2012","74690222130.8964",""
"Namibia","2014","12838336840.2247",""
"Namibia","2013","12720433346.0298",""
"Namibia","2012","13016152023.5944",""
"Namibia","2011","12409629835.6998",""
"Namibia","2010","11282192605.0374",""
"Namibia","2009","8876191120.76189",""
"Namibia","2008","8486721916.9128",""
"Namibia","2007","8740865600.24981",""
"Namibia","2006","7978734401.53585",""
"Namibia","2005","7261333794.60003",""
"Namibia","2004","6606858786.01174",""
"Namibia","2003","4931312147.21007",""
"Namibia","2002","3361251197.73829",""
"Namibia","2001","3546783708.12619",""
"Namibia","2000","3908661517.62299",""
"Nepal","2014","19769642122.5833",""
"Nepal","2013","19271168018.482",""
"Nepal","2012","18851513891.066",""
"Nepal","2011","18913574370.76",""
"Nepal","2010","16002656434.4746",""
"Nepal","2009","12854985464.0764",""
"Nepal","2008","12545438605.3959",""
"Nepal","2007","10325618017.379",""
"Nepal","2006","9043715355.8881",""
"Nepal","2005","8130258976.02982",""
"Nepal","2004","7273933992.74544",""
"Nepal","2003","6330476434.54937",""
"Nepal","2002","6050875806.66403",""
"Nepal","2001","6007061224.48979",""
"Nepal","2000","5494252207.90502",""
"Netherlands","2014","879319321494.639",""
"Netherlands","2013","864169242952.925",""
"Netherlands","2012","828946812396.788",""
"Netherlands","2011","893701695857.659",""
"Netherlands","2010","836439735099.338",""
"Netherlands","2009","857932759099.75",""
"Netherlands","2008","936228211513.11",""
"Netherlands","2007","839419655078.018",""
"Netherlands","2006","726649102998.369",""
"Netherlands","2005","678533764457.157",""
"Netherlands","2004","650532654581.574",""
"Netherlands","2003","571863431151.242",""
"Netherlands","2002","465368906455.863",""
"Netherlands","2001","426573601789.709",""
"Netherlands","2000","412807259996.315",""
"New Caledonia","2000","2682347064.3642",""
"New Zealand","2014","200142409766.821",""
"New Zealand","2013","190690896703.83",""
"New Zealand","2012","176617424296.729",""
"New Zealand","2011","168462632327.382",""
"New Zealand","2010","146584522265.456",""
"New Zealand","2009","121337372727.841",""
"New Zealand","2008","133278976593.801",""
"New Zealand","2007","137314617476.299",""
"New Zealand","2006","111606899682.251",""
"New Zealand","2005","114719425473.492",""
"New Zealand","2004","103905210084.034",""
"New Zealand","2003","88250885550.2626",""
"New Zealand","2002","66628222189.3637",""
"New Zealand","2001","53872425916.6248",""
"New Zealand","2000","52623281956.7031",""
"Nicaragua","2014","11790221756.2778",""
"Nicaragua","2013","10874735110.8237",""
"Nicaragua","2012","10438842115.6263",""
"Nicaragua","2011","9755619760.14614",""
"Nicaragua","2010","8741313140.24883",""
"Nicaragua","2009","8380731879.74635",""
"Nicaragua","2008","8491388728.5018",""
"Nicaragua","2007","7458103361.63737",""
"Nicaragua","2006","6786294637.33603",""
"Nicaragua","2005","6321335612.22233",""
"Nicaragua","2004","5795568204.64532",""
"Nicaragua","2003","5322454925.84746",""
"Nicaragua","2002","5224213017.54386",""
"Nicaragua","2001","5323146565.70315",""
"Nicaragua","2000","5107329007.0922",""
"Niger","2014","8245312136.56543",""
"Niger","2013","7667951987.6933",""
"Niger","2012","6942209594.55433",""
"Niger","2011","6409169889.50891",""
"Niger","2010","5718589799.24366",""
"Niger","2009","5397121856.35204",""
"Niger","2008","5403363917.3096",""
"Niger","2007","4291363390.91295",""
"Niger","2006","3646728060.06463",""
"Niger","2005","3405134831.85049",""
"Niger","2004","3052898739.4678",""
"Niger","2003","2731416346.48158",""
"Niger","2002","2170481508.86916",""
"Niger","2001","1945327564.65042",""
"Niger","2000","1798374468.36362",""
"Nigeria","2014","568498939784.021",""
"Nigeria","2013","514966287206.505",""
"Nigeria","2012","460953836444.364",""
"Nigeria","2011","411743801711.642",""
"Nigeria","2010","369062464570.387",""
"Nigeria","2009","169481317540.364",""
"Nigeria","2008","208064753766.47",""
"Nigeria","2007","166451213395.64",""
"Nigeria","2006","145429764861.249",""
"Nigeria","2005","112248324605.527",""
"Nigeria","2004","87845403978.2742",""
"Nigeria","2003","67655840108.1547",""
"Nigeria","2002","59116868251.4741",""
"Nigeria","2001","44138014092.2627",""
"Nigeria","2000","46385996028.9482",""
"North America","2014","19137610976788.9",""
"North America","2013","18506177196716.3",""
"North America","2012","17985081294447.6",""
"North America","2011","17312180156548.3",""
"North America","2010","16583522548731.1",""
"North America","2009","15795698382986.4",""
"North America","2008","16273823136997.2",""
"North America","2007","15948507238205.8",""
"North America","2006","15176717496461.2",""
"North America","2005","14267952115864.7",""
"North America","2004","13302608706074.6",""
"North America","2003","12407237511367.9",""
"North America","2002","11739401906646.5",""
"North America","2001","11361884260892.6",""
"North America","2000","11030552667252.6",""
"Norway","2014","500519016133.298",""
"Norway","2013","522746212765.957",""
"Norway","2012","509704856037.817",""
"Norway","2011","498157406416.158",""
"Norway","2010","428524701366.599",""
"Norway","2009","386383919342.271",""
"Norway","2008","461946808510.638",""
"Norway","2007","400883873279.083",""
"Norway","2006","345424664369.357",""
"Norway","2005","308722079937.912",""
"Norway","2004","264357494659.388",""
"Norway","2003","228752436371.854",""
"Norway","2002","195418347152.985",""
"Norway","2001","174003247439.305",""
"Norway","2000","171315639982.731",""
"OECD members","2014","48795857349608.6",""
"OECD members","2013","47948521647892",""
"OECD members","2012","47454291817811",""
"OECD members","2011","47580930317657.4",""
"OECD members","2010","44314857953790.5",""
"OECD members","2009","42271011307241.1",""
"OECD members","2008","45177884625741.5",""
"OECD members","2007","42693098718170.3",""
"OECD members","2006","39025754812707.2",""
"OECD members","2005","36999148470566",""
"OECD members","2004","35017842108408.4",""
"OECD members","2003","31459714257637.1",""
"OECD members","2002","28071415849118.7",""
"OECD members","2001","26886023785791.8",""
"OECD members","2000","27121619978535.3",""
"Oman","2014","81796618985.6957",""
"Oman","2013","78182574772.4317",""
"Oman","2012","76341482444.7334",""
"Oman","2011","67937581274.3823",""
"Oman","2010","58641352405.7217",""
"Oman","2009","48388296488.9467",""
"Oman","2008","60905331599.4798",""
"Oman","2007","42085305591.6775",""
"Oman","2006","37215864759.4278",""
"Oman","2005","31081924577.3732",""
"Oman","2004","24763589076.723",""
"Oman","2003","21633810143.0429",""
"Oman","2002","20142782834.8505",""
"Oman","2001","19452015604.6814",""
"Oman","2000","19507412223.6671",""
"Pakistan","2014","243382758001.33",""
"Pakistan","2013","231149768633.284",""
"Pakistan","2012","224646134571.4",""
"Pakistan","2011","213755282058.719",""
"Pakistan","2010","177406854514.885",""
"Pakistan","2009","168152775283.032",""
"Pakistan","2008","170077814106.305",""
"Pakistan","2007","152385716311.916",""
"Pakistan","2006","137264061106.043",""
"Pakistan","2005","109502102510.883",""
"Pakistan","2004","97977766197.6724",""
"Pakistan","2003","83244801092.7096",""
"Pakistan","2002","72306820396.2325",""
"Pakistan","2001","72309738921.3329",""
"Pakistan","2000","73952374969.7995",""
"Palau","2014","250900000",""
"Palau","2013","228700000",""
"Palau","2012","214200000",""
"Palau","2011","199900000",""
"Palau","2010","183800000",""
"Palau","2009","186400000",""
"Palau","2008","198100000",""
"Palau","2007","196000000",""
"Palau","2006","194700000",""
"Palau","2005","193300000",""
"Palau","2004","175300000",""
"Palau","2003","159900000",""
"Palau","2002","163500000",""
"Palau","2001","160000000",""
"Palau","2000","149300000",""
"Panama","2014","49165773100",""
"Panama","2013","44856189500",""
"Panama","2012","39954761200",""
"Panama","2011","34373820500",""
"Panama","2010","28917200000",""
"Panama","2009","26593500000",""
"Panama","2008","24522200000",""
"Panama","2007","20958000000",""
"Panama","2006","18144936600",""
"Panama","2005","16374277900",""
"Panama","2004","15013275300",""
"Panama","2003","13693884200",""
"Panama","2002","12994218400",""
"Panama","2001","12501974600",""
"Panama","2000","12303975900",""
"Papua New Guinea","2014","16928680397.4185",""
"Papua New Guinea","2013","15413163674.9224",""
"Papua New Guinea","2012","15391629871.3765",""
"Papua New Guinea","2011","12873049346.2674",""
"Papua New Guinea","2010","9716103408.96554",""
"Papua New Guinea","2009","8105331929.8755",""
"Papua New Guinea","2008","8000074071.33069",""
"Papua New Guinea","2007","6340673793.54534",""
"Papua New Guinea","2006","5527856839.07482",""
"Papua New Guinea","2005","4865971718.29732",""
"Papua New Guinea","2004","3927114465.90565",""
"Papua New Guinea","2003","3536459111.2438",""
"Papua New Guinea","2002","2999542369.42117",""
"Papua New Guinea","2001","3081029665.98233",""
"Papua New Guinea","2000","3521348154.79666",""
"Paraguay","2014","30881166852.3116",""
"Paraguay","2013","28965906502.2306",""
"Paraguay","2012","24611039786.132",""
"Paraguay","2011","25071195492.0127",""
"Paraguay","2010","20030528042.9171",""
"Paraguay","2009","15929902138.1363",""
"Paraguay","2008","18504130752.9922",""
"Paraguay","2007","13794910633.8518",""
"Paraguay","2006","10646157920.3209",""
"Paraguay","2005","8734653809.49561",""
"Paraguay","2004","8033877360.41697",""
"Paraguay","2003","6588103836.34739",""
"Paraguay","2002","6325151760.0669",""
"Paraguay","2001","7662595075.90241",""
"Paraguay","2000","8195993230.74275",""
"Peru","2014","202855201908.123",""
"Peru","2013","202028936209.368",""
"Peru","2012","192703386156.047",""
"Peru","2011","170574733563.461",""
"Peru","2010","148521818488.749",""
"Peru","2009","121192332201.439",""
"Peru","2008","121572308718.616",""
"Peru","2007","102170980824.545",""
"Peru","2006","87862091339.4002",""
"Peru","2005","74947898079.8981",""
"Peru","2004","66695121799.7539",""
"Peru","2003","59030590739.2504",""
"Peru","2002","54436633339.9665",""
"Peru","2001","51592365725.0363",""
"Peru","2000","50980861887.1601",""
"Philippines","2014","284777093019.065",""
"Philippines","2013","271927428132.554",""
"Philippines","2012","250092093547.532",""
"Philippines","2011","224143083706.777",""
"Philippines","2010","199590774784.581",""
"Philippines","2009","168334599538.168",""
"Philippines","2008","174195135053.121",""
"Philippines","2007","149359920005.894",""
"Philippines","2006","122210719245.902",""
"Philippines","2005","103071585462.599",""
"Philippines","2004","91371239764.8818",""
"Philippines","2003","83908206456.0645",""
"Philippines","2002","81357602950.1818",""
"Philippines","2001","76262072022.215",""
"Philippines","2000","81026297144.2795",""
"Poland","2014","544982089079.093",""
"Poland","2013","524059039422.894",""
"Poland","2012","500227851988.331",""
"Poland","2011","528742068313.757",""
"Poland","2010","479242529764.866",""
"Poland","2009","436476394987.34",""
"Poland","2008","530185123692.512",""
"Poland","2007","428762961089.635",""
"Poland","2006","343261472028.873",""
"Poland","2005","304410137536.702",""
"Poland","2004","253528543307.087",""
"Poland","2003","217513049291.61",""
"Poland","2002","198680637254.902",""
"Poland","2001","190521263343.023",""
"Poland","2000","171885598582.637",""
"Portugal","2014","230116913840.321",""
"Portugal","2013","226073492966.495",""
"Portugal","2012","216368178659.447",""
"Portugal","2011","244879869335.557",""
"Portugal","2010","238317631788.079",""
"Portugal","2009","243745748819.116",""
"Portugal","2008","262007590449.685",""
"Portugal","2007","240169336162.059",""
"Portugal","2006","208566948939.907",""
"Portugal","2005","197304513120.259",""
"Portugal","2004","189187437298.237",""
"Portugal","2003","164964195259.594",""
"Portugal","2002","134228697534.35",""
"Portugal","2001","121545880984.34",""
"Portugal","2000","118358489957.619",""
"Puerto Rico","2013","103134778000",""
"Puerto Rico","2012","101080738000",""
"Puerto Rico","2011","100351670000",""
"Puerto Rico","2010","98381268000",""
"Puerto Rico","2009","96385638000",""
"Puerto Rico","2008","93639316000",""
"Puerto Rico","2007","89524131617.1909",""
"Puerto Rico","2006","87276164364.6388",""
"Puerto Rico","2005","83914521340.5431",""
"Puerto Rico","2004","80322313000",""
"Puerto Rico","2003","75833996000",""
"Puerto Rico","2002","72546194000",""
"Puerto Rico","2001","69668635000",""
"Puerto Rico","2000","61701810000",""
"Qatar","2014","210109340659.341",""
"Qatar","2013","201885439560.44",""
"Qatar","2012","190289835164.835",""
"Qatar","2011","169804735989.011",""
"Qatar","2010","125122306346.154",""
"Qatar","2009","97798351648.3516",""
"Qatar","2008","115270054945.055",""
"Qatar","2007","79712087912.0879",""
"Qatar","2006","60882142857.1428",""
"Qatar","2005","44530494505.4945",""
"Qatar","2004","31734065934.0659",""
"Qatar","2003","23533791208.7912",""
"Qatar","2002","19363736263.7363",""
"Qatar","2001","17538461538.4615",""
"Qatar","2000","17759890109.8901",""
"Romania","2014","199324435686.134",""
"Romania","2013","191549024910.604",""
"Romania","2012","171664638717.49",""
"Romania","2011","185362855081.021",""
"Romania","2010","167998080493.408",""
"Romania","2009","167422949529.4",""
"Romania","2008","208181626900.631",""
"Romania","2007","171536685395.563",""
"Romania","2006","123533036667.853",""
"Romania","2005","99697566667.8107",""
"Romania","2004","76216441462.1442",""
"Romania","2003","59867801204.8193",""
"Romania","2002","46174557555.5892",""
"Romania","2001","40716836998.0386",""
"Romania","2000","37438527799.5302",""
"Russian Federation","2014","2030972571014.27","2"
"Russian Federation","2013","2230628062254.41",""
"Russian Federation","2012","2170145829223.92",""
"Russian Federation","2011","2031771419408.96",""
"Russian Federation","2010","1524917468442.01",""
"Russian Federation","2009","1222644282201.86",""
"Russian Federation","2008","1660846387624.78",""
"Russian Federation","2007","1299705764823.62",""
"Russian Federation","2006","989930542278.695",""
"Russian Federation","2005","764017107992.392",""
"Russian Federation","2004","591016690742.798",""
"Russian Federation","2003","430347770731.787",""
"Russian Federation","2002","345110438692.185",""
"Russian Federation","2001","306602673980.117",""
"Russian Federation","2000","259708496267.33",""
"Rwanda","2014","7912161659.7618",""
"Rwanda","2013","7522006198.23208",""
"Rwanda","2012","7219657132.21544",""
"Rwanda","2011","6406727230.17325",""
"Rwanda","2010","5698548987.88591",""
"Rwanda","2009","5308990459.47843",""
"Rwanda","2008","4796573531.21622",""
"Rwanda","2007","3775447705.93559",""
"Rwanda","2006","3110328010.91442",""
"Rwanda","2005","2581465675.20506",""
"Rwanda","2004","2089188920.76561",""
"Rwanda","2003","1845979351.35205",""
"Rwanda","2002","1677447003.06371",""
"Rwanda","2001","1674685125.5071",""
"Rwanda","2000","1734938190.25841",""
"Samoa","2014","800418989.621751",""
"Samoa","2013","795753602.492535",""
"Samoa","2012","804209309.427213",""
"Samoa","2011","762098381.877023",""
"Samoa","2010","656789149.595525",""
"Samoa","2009","586153251.794346",""
"Samoa","2008","619260721.579306",""
"Samoa","2007","570469196.667431",""
"Samoa","2006","505832439.822977",""
"Samoa","2005","465568018.300557",""
"Samoa","2004","420320176.359437",""
"Samoa","2003","338838639.378435",""
"Samoa","2002","288078881.433056",""
"Samoa","2001","273088357.1637",""
"Samoa","2000","269019710.327456",""
"San Marino","2008","1899879955.48332",""
"San Marino","2007","1687567364.11695",""
"San Marino","2006","1469000145.311",""
"San Marino","2005","1375416604.48689",""
"San Marino","2004","1317357834.61634",""
"San Marino","2003","1122981525.35502",""
"San Marino","2002","879957209.923907",""
"San Marino","2001","815205233.062791",""
"San Marino","2000","773907642.414748",""
"Sao Tome and Principe","2014","337413477.240837",""
"Sao Tome and Principe","2013","305632896.173095",""
"Sao Tome and Principe","2012","265592759.78986",""
"Sao Tome and Principe","2011","239986643.473005",""
"Sao Tome and Principe","2010","195176113.354139",""
"Sao Tome and Principe","2009","192558289.704971",""
"Sao Tome and Principe","2008","189595284.422349",""
"Sao Tome and Principe","2007","145827429.569241",""
"Sao Tome and Principe","2006","134441116.926172",""
"Sao Tome and Principe","2005","126194166.229261",""
"Sao Tome and Principe","2004","105360801.940853",""
"Sao Tome and Principe","2003","96343906.4315371",""
"Sao Tome and Principe","2002","80531992.1192052",""
"Sao Tome and Principe","2001","72230284.4366973",""
"Saudi Arabia","2014","753831466666.667",""
"Saudi Arabia","2013","744335733333.333",""
"Saudi Arabia","2012","733955733333.333",""
"Saudi Arabia","2011","669506666666.667",""
"Saudi Arabia","2010","526811466666.667",""
"Saudi Arabia","2009","429097866666.667",""
"Saudi Arabia","2008","519796800000",""
"Saudi Arabia","2007","415964509673.115",""
"Saudi Arabia","2006","376900133511.348",""
"Saudi Arabia","2005","328459608764.111",""
"Saudi Arabia","2004","258742133333.333",""
"Saudi Arabia","2003","214572800000",""
"Saudi Arabia","2002","188551200000",""
"Saudi Arabia","2001","183012266666.667",""
"Saudi Arabia","2000","188441866666.667",""
"Senegal","2014","15657551477.2003",""
"Senegal","2013","14951667193.5471",""
"Senegal","2012","14045681414.3657",""
"Senegal","2011","14440676929.3238",""
"Senegal","2010","12932428287.6047",""
"Senegal","2009","12812994418.9401",""
"Senegal","2008","13386345214.5385",""
"Senegal","2007","11284603070.5653",""
"Senegal","2006","9358710935.43366",""
"Senegal","2005","8707015771.00113",""
"Senegal","2004","8031344381.09898",""
"Senegal","2003","6858952880.10003",""
"Senegal","2002","5333862371.27113",""
"Senegal","2001","4877602059.50983",""
"Senegal","2000","4679604753.55711",""
"Serbia","2014","44210806365.6817",""
"Serbia","2013","45519650911.4138",""
"Serbia","2012","40742313861.1374",""
"Serbia","2011","46466728666.6103",""
"Serbia","2010","39460357730.5224",""
"Serbia","2009","42616653299.9115",""
"Serbia","2008","49259526052.7426",""
"Serbia","2007","40289556656.1455",""
"Serbia","2006","30607991862.4843",""
"Serbia","2005","26252007830.4639",""
"Serbia","2004","24861483280.6339",""
"Serbia","2003","21188704081.2428",""
"Serbia","2002","16116843146.4806",""
"Serbia","2001","12267175481.2542",""
"Serbia","2000","6540247190.33529",""
"Seychelles","2014","1422530791.5588",""
"Seychelles","2013","1411061260.70839",""
"Seychelles","2012","1134267367.19206",""
"Seychelles","2011","1065826669.89742",""
"Seychelles","2010","969936525.298729",""
"Seychelles","2009","847397850.094417",""
"Seychelles","2008","967199593.960157",""
"Seychelles","2007","1033561654.0568",""
"Seychelles","2006","1016418229.25159",""
"Seychelles","2005","919103254.545455",""
"Seychelles","2004","839319927.272727",""
"Seychelles","2003","705704816.042365",""
"Seychelles","2002","697518248.175182",""
"Seychelles","2001","622262057.191635",""
"Seychelles","2000","614879764.780006",""
"Sierra Leone","2014","5005662070.72105",""
"Sierra Leone","2013","4958754472.42027",""
"Sierra Leone","2012","3853432409.29289",""
"Sierra Leone","2011","2985556819.41441",""
"Sierra Leone","2010","2616610911.08235",""
"Sierra Leone","2009","2489985963.18142",""
"Sierra Leone","2008","2505458705.03338",""
"Sierra Leone","2007","2158496872.85796",""
"Sierra Leone","2006","1885112201.85278",""
"Sierra Leone","2005","1627854494.80246",""
"Sierra Leone","2004","1431208677.30352",""
"Sierra Leone","2003","1371442565.69701",""
"Sierra Leone","2002","1239004287.75607",""
"Sierra Leone","2001","1079478387.83576",""
"Sierra Leone","2000","635874002.198748",""
"Singapore","2014","306344408491.832",""
"Singapore","2013","300288499960.042",""
"Singapore","2012","289268624469.873",""
"Singapore","2011","275221020830.021",""
"Singapore","2010","236421782178.218",""
"Singapore","2009","192408387762.118",""
"Singapore","2008","192225881687.752",""
"Singapore","2007","179981288567.447",""
"Singapore","2006","147797218201.271",""
"Singapore","2005","127417688055.756",""
"Singapore","2004","114188557567.152",""
"Singapore","2003","97001377568.5914",""
"Singapore","2002","91941192896.2359",""
"Singapore","2001","89286208628.6767",""
"Singapore","2000","95833932714.6172",""
"Slovak Republic","2014","100252753084.782",""
"Slovak Republic","2013","98028544875.1992",""
"Slovak Republic","2012","93049717829.537",""
"Slovak Republic","2011","97919794273.0053",""
"Slovak Republic","2010","89254437086.0927",""
"Slovak Republic","2009","88661433731.5921",""
"Slovak Republic","2008","100076967921.488",""
"Slovak Republic","2007","86072414453.8735",""
"Slovak Republic","2006","70388970016.3091",""
"Slovak Republic","2005","62493023255.814",""
"Slovak Republic","2004","57240535137.8197",""
"Slovak Republic","2003","46731767494.3567",""
"Slovak Republic","2002","35083608130.9994",""
"Slovak Republic","2001","30703017449.6644",""
"Slovak Republic","2000","29114875621.8905",""
"Slovenia","2014","49491396798.0619",""
"Slovenia","2013","47675792660.2581",""
"Slovenia","2012","46240004973.2771",""
"Slovenia","2011","51287600778.4265",""
"Slovenia","2010","48016423841.0596",""
"Slovenia","2009","50244790219.5054",""
"Slovenia","2008","55589863776.1828",""
"Slovenia","2007","48114700246.3728",""
"Slovenia","2006","39587730523.1464",""
"Slovenia","2005","36346971769.6804",""
"Slovenia","2004","34470229197.8077",""
"Slovenia","2003","29697443017.4708",""
"Slovenia","2002","23563581047.3815",""
"Slovenia","2001","20875389930.8983",""
"Slovenia","2000","20342197589.3242",""
"Solomon Islands","2014","1158190175.3149",""
"Solomon Islands","2013","1059695156.18795",""
"Solomon Islands","2012","1025124684.35864",""
"Solomon Islands","2011","886503123.818327",""
"Solomon Islands","2010","671585231.579861",""
"Solomon Islands","2009","597762270.794063",""
"Solomon Islands","2008","608292551.499525",""
"Solomon Islands","2007","516074228.959749",""
"Solomon Islands","2006","456707934.952316",""
"Solomon Islands","2005","413911362.345922",""
"Solomon Islands","2004","375109694.300817",""
"Solomon Islands","2003","332736306.477117",""
"Solomon Islands","2002","341663056.009848",""
"Solomon Islands","2001","400464593.973501",""
"Solomon Islands","2000","435101217.518415",""
"Somalia","2014","5707000000",""
"Somalia","2013","5352000000",""
"South Africa","2014","349873026988.676",""
"South Africa","2013","366057913372.207",""
"South Africa","2012","397386418270.402",""
"South Africa","2011","416596716626.957",""
"South Africa","2010","375349442837.24",""
"South Africa","2009","295936471258.128",""
"South Africa","2008","286769850239.675",""
"South Africa","2007","299415359539.558",""
"South Africa","2006","271638630111.497",""
"South Africa","2005","257772766357.932",""
"South Africa","2004","228593703990.959",""
"South Africa","2003","175256866088.543",""
"South Africa","2002","115482304201.808",""
"South Africa","2001","121515880068.764",""
"South Africa","2000","136361791002.623",""
"South Asia","2014","2583577541978.95",""
"South Asia","2013","2362553805762.67",""
"South Asia","2012","2295122382072.43",""
"South Asia","2011","2264665276181.52",""
"South Asia","2010","2093718885212",""
"South Asia","2009","1706841276030.43",""
"South Asia","2008","1552632048541.75",""
"South Asia","2007","1526158574230.28",""
"South Asia","2006","1204953472746.02",""
"South Asia","2005","1053910008262.59",""
"South Asia","2004","919797959628.287",""
"South Asia","2003","793221517962.92",""
"South Asia","2002","679163427141.615",""
"South Asia","2001","645830784119.542",""
"South Asia","2000","629218217621.038",""
"Spain","2014","1381342101735.68",""
"Spain","2013","1369261671179",""
"Spain","2012","1339946773437.24",""
"Spain","2011","1487924659438.42",""
"Spain","2010","1431672847682.12",""
"Spain","2009","1499074742984.16",""
"Spain","2008","1634989014208.29",""
"Spain","2007","1479341637010.68",""
"Spain","2006","1264551499184.54",""
"Spain","2005","1157276458151.97",""
"Spain","2004","1069555500372.49",""
"Spain","2003","906853273137.698",""
"Spain","2002","705145868624.13",""
"Spain","2001","625975838926.175",""
"Spain","2000","595402616546.895",""
"Sri Lanka","2014","80028186274.5098",""
"Sri Lanka","2013","74294206490.5894",""
"Sri Lanka","2012","68434399083.41",""
"Sri Lanka","2011","65292741296.5382",""
"Sri Lanka","2010","56725745039.336",""
"Sri Lanka","2009","42066217871.5349",""
"Sri Lanka","2008","40713812309.7316",""
"Sri Lanka","2007","32350248410.8216",""
"Sri Lanka","2006","28279814924.5918",""
"Sri Lanka","2005","24406252456.5141",""
"Sri Lanka","2004","20662525941.2986",""
"Sri Lanka","2003","18881765437.2151",""
"Sri Lanka","2002","16536535647.0834",""
"Sri Lanka","2001","15746229581.5619",""
"Sri Lanka","2000","16330814179.9766",""
"St. Kitts and Nevis","2014","864766185.185185",""
"St. Kitts and Nevis","2013","787290370.37037",""
"St. Kitts and Nevis","2012","731919888.888889",""
"St. Kitts and Nevis","2011","728050629.62963",""
"St. Kitts and Nevis","2010","692457407.407407",""
"St. Kitts and Nevis","2009","708891296.296296",""
"St. Kitts and Nevis","2008","734660333.333333",""
"St. Kitts and Nevis","2007","684148703.703704",""
"St. Kitts and Nevis","2006","636071000",""
"St. Kitts and Nevis","2005","543169962.962963",""
"St. Kitts and Nevis","2004","501150888.888889",""
"St. Kitts and Nevis","2003","463418863.307752",""
"St. Kitts and Nevis","2002","480825603.381159",""
"St. Kitts and Nevis","2001","460467986.505023",""
"St. Kitts and Nevis","2000","420086753.420087",""
"St. Lucia","2014","1404430555.55556",""
"St. Lucia","2013","1334385777.77778",""
"St. Lucia","2012","1311133148.14815",""
"St. Lucia","2011","1290025296.2963",""
"St. Lucia","2010","1249497000",""
"St. Lucia","2009","1186800333.33333",""
"St. Lucia","2008","1194493407.40741",""
"St. Lucia","2007","1173341555.55556",""
"St. Lucia","2006","1074708501.40741",""
"St. Lucia","2005","946681289",""
"St. Lucia","2004","890757609.666667",""
